DictionaryName,Code,Name,Domain,,
CPT,11462,"Excision of skin and subcutaneous tissue for hidradenitis, inguinal; with simple or intermediate repair",CARE,,
CPT,11463,"Excision of skin and subcutaneous tissue for hidradenitis, inguinal; with complex repair",CARE,,
CPT,11470,"Excision of skin and subcutaneous tissue for hidradenitis, perianal, perineal, or umbilical; with simple or intermediate repair",CARE,,
CPT,11471,"Excision of skin and subcutaneous tissue for hidradenitis, perianal, perineal, or umbilical; with complex repair",CARE,,
CPT,1150F,Documentation that a patient has a substantial risk of death within 1 year (Pall Cr),CARE,,
CPT,1151F,Documentation that a patient does not have a substantial risk of death within one year (Pall Cr),CARE,,
CPT,1152F,"Documentation of advanced disease diagnosis, goals of care prioritize comfort (Pall Cr)",CARE,,
CPT,1153F,"Documentation of advanced disease diagnosis, goals of care do not prioritize comfort (Pall Cr)",CARE,,
CPT,1157F,Advance care plan or similar legal document present in the medical record (COA),CARE,,
CPT,1158F,Advance care planning discussion documented in the medical record (COA),CARE,,
CPT,1159F,Medication list documented in medical record (COA),CARE,,
CPT,11600,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.5 cm or less",CARE,,
CPT,11601,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.6 to 1.0 cm",CARE,,
CPT,11602,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 1.1 to 2.0 cm",CARE,,
CPT,11603,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 2.1 to 3.0 cm",CARE,,
CPT,11604,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 3.1 to 4.0 cm",CARE,,
CPT,11606,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter over 4.0 cm",CARE,,
CPT,1160F,"Review of all medications by a prescribing practitioner or clinical pharmacist (such as, prescriptions, OTCs, herbal therapies and supplements) documented in the medical record (COA)",CARE,,
CPT,11620,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter 0.5 cm or less",CARE,,
CPT,11621,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter 0.6 to 1.0 cm",CARE,,
CPT,11622,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter 1.1 to 2.0 cm",CARE,,
CPT,11623,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter 2.1 to 3.0 cm",CARE,,
CPT,11624,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter 3.1 to 4.0 cm",CARE,,
CPT,11626,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter over 4.0 cm",CARE,,
CPT,11640,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 0.5 cm or less",CARE,,
CPT,11641,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 0.6 to 1.0 cm",CARE,,
CPT,11642,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 1.1 to 2.0 cm",CARE,,
CPT,11643,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 2.1 to 3.0 cm",CARE,,
CPT,11644,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 3.1 to 4.0 cm",CARE,,
CPT,11646,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter over 4.0 cm",CARE,,
CPT,1170F,Functional status assessed (COA) (RA),CARE,,
CPT,11719,"Trimming of nondystrophic nails, any number",CARE,,
CPT,11720,Debridement of nail(s) by any method(s); 1 to 5,CARE,,
CPT,11721,Debridement of nail(s) by any method(s); 6 or more,CARE,,
CPT,11730,"Avulsion of nail plate, partial or complete, simple; single",CARE,,
CPT,11732,"Avulsion of nail plate, partial or complete, simple; each additional nail plate (List separately in addition to code for primary procedure)",CARE,,
CPT,11740,Evacuation of subungual hematoma,CARE,,
CPT,11750,"Excision of nail and nail matrix, partial or complete (eg, ingrown or deformed nail), for permanent removal",CARE,,
CPT,11752,"Excision of nail and nail matrix, partial or complete (eg, ingrown or deformed nail), for permanent removal; with amputation of tuft of distal phalanx",CARE,,
CPT,11755,"Biopsy of nail unit (eg, plate, bed, matrix, hyponychium, proximal and lateral nail folds) (separate procedure)",CARE,,
CPT,1175F,Function stat assessed rvwd,CARE,,
CPT,11760,Repair of nail bed,CARE,,
CPT,11762,Reconstruction of nail bed with graft,CARE,,
CPT,11765,"Wedge excision of skin of nail fold (eg, for ingrown toenail)",CARE,,
CPT,11770,Excision of pilonidal cyst or sinus; simple,CARE,,
CPT,11771,Excision of pilonidal cyst or sinus; extensive,CARE,,
CPT,11772,Excision of pilonidal cyst or sinus; complicated,CARE,,
CPT,1180F,All specified thromboembolic risk factors assessed (AFIB),CARE,,
CPT,1181F,Neuropsychia sympts assessed,CARE,,
CPT,1182F,Neuropsychi sympt 1+present,CARE,,
CPT,1183F,Neuropsychiatric symp absent,CARE,,
CPT,11900,"Injection, intralesional; up to and including 7 lesions",CARE,,
CPT,11901,"Injection, intralesional; more than 7 lesions",CARE,,
CPT,11920,"Tattooing, intradermal introduction of insoluble opaque pigments to correct color defects of skin, including micropigmentation; 6.0 sq cm or less",CARE,,
CPT,11921,"Tattooing, intradermal introduction of insoluble opaque pigments to correct color defects of skin, including micropigmentation; 6.1 to 20.0 sq cm",CARE,,
CPT,11922,"Tattooing, intradermal introduction of insoluble opaque pigments to correct color defects of skin, including micropigmentation; each additional 20.0 sq cm, or part thereof (List separately in addition to code for primary procedure)",CARE,,
CPT,11950,"Subcutaneous injection of filling material (eg, collagen); 1 cc or less",CARE,,
CPT,11951,"Subcutaneous injection of filling material (eg, collagen); 1.1 to 5.0 cc",CARE,,
CPT,11952,"Subcutaneous injection of filling material (eg, collagen); 5.1 to 10.0 cc",CARE,,
CPT,11954,"Subcutaneous injection of filling material (eg, collagen); over 10.0 cc",CARE,,
CPT,11960,"Insertion of tissue expander(s) for other than breast, including subsequent expansion",CARE,,
CPT,11970,Replacement of tissue expander with permanent prosthesis,CARE,,
CPT,11971,Removal of tissue expander(s) without insertion of prosthesis,CARE,,
CPT,11975,"Insertion, implantable contraceptive capsules",CARE,,
CPT,11976,"Removal, implantable contraceptive capsules",CARE,,
CPT,11977,"Removal with reinsertion, implantable contraceptive capsules",CARE,,
CPT,11980,Subcutaneous hormone pellet implantation (implantation of estradiol and/or testosterone pellets beneath the skin),CARE,,
CPT,11981,"Insertion, non-biodegradable drug delivery implant",CARE,,
CPT,11982,"Removal, non-biodegradable drug delivery implant",CARE,,
CPT,11983,"Removal with reinsertion, non-biodegradable drug delivery implant",CARE,,
CPT,12001,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); 2.5 cm or less",CARE,,
CPT,12002,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); 2.6 cm to 7.5 cm",CARE,,
CPT,12004,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); 7.6 cm to 12.5 cm",CARE,,
CPT,12005,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); 12.6 cm to 20.0 cm",CARE,,
CPT,12006,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); 20.1 cm to 30.0 cm",CARE,,
CPT,12007,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); over 30.0 cm",CARE,,
CPT,1200F,Seizure type(s) and current seizure frequency(ies) documented (EPI),CARE,,
CPT,12011,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.5 cm or less",CARE,,
CPT,12013,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.6 cm to 5.0 cm",CARE,,
CPT,12014,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 5.1 cm to 7.5 cm",CARE,,
CPT,12015,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 7.6 cm to 12.5 cm",CARE,,
CPT,12016,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 12.6 cm to 20.0 cm",CARE,,
CPT,12017,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 20.1 cm to 30.0 cm",CARE,,
CPT,12018,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes; over 30.0 cm",CARE,,
CPT,12020,Treatment of superficial wound dehiscence; simple closure,CARE,,
CPT,12021,Treatment of superficial wound dehiscence; with packing,CARE,,
CPT,12031,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 2.5 cm or less",CARE,,
CPT,12032,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 2.6 cm to 7.5 cm",CARE,,
CPT,12034,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 7.6 cm to 12.5 cm",CARE,,
CPT,12035,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 12.6 cm to 20.0 cm",CARE,,
CPT,12036,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 20.1 cm to 30.0 cm",CARE,,
CPT,12037,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); over 30.0 cm",CARE,,
CPT,12041,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 2.5 cm or less",CARE,,
CPT,12042,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 2.6 cm to 7.5 cm",CARE,,
CPT,12044,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 7.6 cm to 12.5 cm",CARE,,
CPT,12045,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 12.6 cm to 20.0 cm",CARE,,
CPT,12046,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 20.1 cm to 30.0 cm",CARE,,
CPT,12047,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; over 30.0 cm",CARE,,
CPT,12051,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.5 cm or less",CARE,,
CPT,12052,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.6 cm to 5.0 cm",CARE,,
CPT,12053,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 5.1 cm to 7.5 cm",CARE,,
CPT,12054,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 7.6 cm to 12.5 cm",CARE,,
CPT,12055,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 12.6 cm to 20.0 cm",CARE,,
CPT,12056,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 20.1 cm to 30.0 cm",CARE,,
CPT,12057,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; over 30.0 cm",CARE,,
CPT,1205F,Etiology of epilepsy or epilepsy syndrome(s) reviewed and documented (EPI),CARE,,
CPT,1220F,Patient screened for depression (SUD),CARE,,
CPT,13100,"Repair, complex, trunk; 1.1 cm to 2.5 cm",CARE,,
CPT,13101,"Repair, complex, trunk; 2.6 cm to 7.5 cm",CARE,,
CPT,13102,"Repair, complex, trunk; each additional 5 cm or less (List separately in addition to code for primary procedure)",CARE,,
CPT,13120,"Repair, complex, scalp, arms, and/or legs; 1.1 cm to 2.5 cm",CARE,,
CPT,13121,"Repair, complex, scalp, arms, and/or legs; 2.6 cm to 7.5 cm",CARE,,
CPT,13122,"Repair, complex, scalp, arms, and/or legs; each additional 5 cm or less (List separately in addition to code for primary procedure)",CARE,,
CPT,13131,"Repair, complex, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; 1.1 cm to 2.5 cm",CARE,,
CPT,13132,"Repair, complex, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; 2.6 cm to 7.5 cm",CARE,,
CPT,13133,"Repair, complex, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; each additional 5 cm or less (List separately in addition to code for primary procedure)",CARE,,
CPT,13150,"Repair, complex, eyelids, nose, ears and/or lips; 1.0 cm or less",CARE,,
CPT,13151,"Repair, complex, eyelids, nose, ears and/or lips; 1.1 cm to 2.5 cm",CARE,,
CPT,13152,"Repair, complex, eyelids, nose, ears and/or lips; 2.6 cm to 7.5 cm",CARE,,
CPT,13153,"Repair, complex, eyelids, nose, ears and/or lips; each additional 5 cm or less (List separately in addition to code for primary procedure)",CARE,,
CPT,13160,"Secondary closure of surgical wound or dehiscence, extensive or complicated",CARE,,
CPT,14000,"Adjacent tissue transfer or rearrangement, trunk; defect 10 sq cm or less",CARE,,
CPT,14001,"Adjacent tissue transfer or rearrangement, trunk; defect 10.1 sq cm to 30.0 sq cm",CARE,,
CPT,1400F,Parkinson's disease diagnosis reviewed,CARE,,
CPT,14020,"Adjacent tissue transfer or rearrangement, scalp, arms and/or legs; defect 10 sq cm or less",CARE,,
CPT,14021,"Adjacent tissue transfer or rearrangement, scalp, arms and/or legs; defect 10.1 sq cm to 30.0 sq cm",CARE,,
CPT,14040,"Adjacent tissue transfer or rearrangement, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; defect 10 sq cm or less",CARE,,
CPT,14041,"Adjacent tissue transfer or rearrangement, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; defect 10.1 sq cm to 30.0 sq cm",CARE,,
CPT,14060,"Adjacent tissue transfer or rearrangement, eyelids, nose, ears and/or lips; defect 10 sq cm or less",CARE,,
CPT,14061,"Adjacent tissue transfer or rearrangement, eyelids, nose, ears and/or lips; defect 10.1 sq cm to 30.0 sq cm",CARE,,
CPT,14301,"Adjacent tissue transfer or rearrangement, any area; defect 30.1 sq cm to 60.0 sq cm",CARE,,
CPT,14302,"Adjacent tissue transfer or rearrangement, any area; each additional 30.0 sq cm, or part thereof (List separately in addition to code for primary procedure)",CARE,,
CPT,14350,"Filleted finger or toe flap, including preparation of recipient site",CARE,,
CPT,1450F,Symptoms improved/consist,CARE,,
CPT,1451F,Sympt show clin import drop,CARE,,
CPT,1460F,Qual card diag prior 12 mons,CARE,,
CPT,1461F,No qual card diag prior12mon,CARE,,
CPT,1490F,Dem severity classified mild,CARE,,
CPT,1491F,Dem severity classified mod,CARE,,
CPT,1493F,Dem severity class severe,CARE,,
CPT,1494F,Cognit assessed and reviewed,CARE,,
CPT,15002,"Surgical preparation or creation of recipient site by excision of open wounds, burn eschar, or scar (including subcutaneous tissues), or incisional release of scar contracture, trunk, arms, legs; first 100 sq cm or 1% of body area of infants and children",CARE,,
CPT,15003,"Surgical preparation or creation of recipient site by excision of open wounds, burn eschar, or scar (including subcutaneous tissues), or incisional release of scar contracture, trunk, arms, legs; each additional 100 sq cm, or part thereof, or each additional 1% of body area of infants and children (List separately in addition to code for primary procedure)",CARE,,
CPT,15004,"Surgical preparation or creation of recipient site by excision of open wounds, burn eschar, or scar (including subcutaneous tissues), or incisional release of scar contracture, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet and/or multiple digits; first 100 sq cm or 1% of body area of infants and children",CARE,,
CPT,15005,"Surgical preparation or creation of recipient site by excision of open wounds, burn eschar, or scar (including subcutaneous tissues), or incisional release of scar contracture, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet and/or multiple digits; each additional 100 sq cm, or part thereof, or each additional 1% of body area of infants and children (List separately in addition to code for primary procedure)",CARE,,
CPT,1500F,Symptom+sign symm polyneuro,CARE,,
CPT,1501F,Not initial eval for cond,CARE,,
CPT,1502F,Pt queried pain fxn w/ instr,CARE,,
CPT,1503F,Pt queried symp resp insuff,CARE,,
CPT,15040,"Harvest of skin for tissue cultured skin autograft, 100 sq cm or less",CARE,,
CPT,1504F,Pt has resp insufficiency,CARE,,
CPT,15050,"Pinch graft, single or multiple, to cover small ulcer, tip of digit, or other minimal open area (except on face), up to defect size 2 cm diameter",CARE,,
CPT,1505F,Pt has no resp insufficiency,CARE,,
CPT,15100,"Split-thickness autograft, trunk, arms, legs; first 100 sq cm or less, or 1% of body area of infants and children (except 15050)",CARE,,
CPT,15101,"Split-thickness autograft, trunk, arms, legs; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",CARE,,
CPT,15110,"Epidermal autograft, trunk, arms, legs; first 100 sq cm or less, or 1% of body area of infants and children",CARE,,
CPT,15111,"Epidermal autograft, trunk, arms, legs; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",CARE,,
CPT,15115,"Epidermal autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 100 sq cm or less, or 1% of body area of infants and children",CARE,,
CPT,15116,"Epidermal autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",CARE,,
CPT,15120,"Split-thickness autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 100 sq cm or less, or 1% of body area of infants and children (except 15050)",CARE,,
CPT,15121,"Split-thickness autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",CARE,,
CPT,15130,"Dermal autograft, trunk, arms, legs; first 100 sq cm or less, or 1% of body area of infants and children",CARE,,
CPT,15131,"Dermal autograft, trunk, arms, legs; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",CARE,,
CPT,15135,"Dermal autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 100 sq cm or less, or 1% of body area of infants and children",CARE,,
CPT,15136,"Dermal autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",CARE,,
CPT,15150,"Tissue cultured epidermal autograft, trunk, arms, legs; first 25 sq cm or less",CARE,,
CPT,15151,"Tissue cultured epidermal autograft, trunk, arms, legs; additional 1 sq cm to 75 sq cm (List separately in addition to code for primary procedure)",CARE,,
CPT,15152,"Tissue cultured epidermal autograft, trunk, arms, legs; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",CARE,,
CPT,15155,"Tissue cultured epidermal autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 25 sq cm or less",CARE,,
CPT,15156,"Tissue cultured epidermal autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; additional 1 sq cm to 75 sq cm (List separately in addition to code for primary procedure)",CARE,,
CPT,15157,"Tissue cultured epidermal autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",CARE,,
CPT,15170,"Acellular dermal replacement, trunk, arms, legs; first 100 sq cm or less, or 1% of body area of infants and children",CARE,,
CPT,15171,"Acellular dermal replacement, trunk, arms, legs; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",CARE,,
CPT,15175,"Acellular dermal replacement, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 100 sq cm or less, or 1% of body area of infants and children",CARE,,
CPT,15176,"Acellular dermal replacement, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",CARE,,
CPT,15200,"Full thickness graft, free, including direct closure of donor site, trunk; 20 sq cm or less",CARE,,
CPT,15201,"Full thickness graft, free, including direct closure of donor site, trunk; each additional 20 sq cm, or part thereof (List separately in addition to code for primary procedure)",CARE,,
CPT,15220,"Full thickness graft, free, including direct closure of donor site, scalp, arms, and/or legs; 20 sq cm or less",CARE,,
CPT,15221,"Full thickness graft, free, including direct closure of donor site, scalp, arms, and/or legs; each additional 20 sq cm, or part thereof (List separately in addition to code for primary procedure)",CARE,,
CPT,15240,"Full thickness graft, free, including direct closure of donor site, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands, and/or feet; 20 sq cm or less",CARE,,
CPT,15241,"Full thickness graft, free, including direct closure of donor site, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands, and/or feet; each additional 20 sq cm, or part thereof (List separately in addition to code for primary procedure)",CARE,,
CPT,15260,"Full thickness graft, free, including direct closure of donor site, nose, ears, eyelids, and/or lips; 20 sq cm or less",CARE,,
CPT,15261,"Full thickness graft, free, including direct closure of donor site, nose, ears, eyelids, and/or lips; each additional 20 sq cm, or part thereof (List separately in addition to code for primary procedure)",CARE,,
CPT,15271,Skin sub graft trnk/arm/leg,CARE,,
CPT,15272,Skin sub graft t/a/l add-on,CARE,,
CPT,15273,Skin sub grft t/arm/lg child,CARE,,
CPT,15274,Skn sub grft t/a/l child add,CARE,,
CPT,15275,Skin sub graft face/nk/hf/g,CARE,,
CPT,15276,Skin sub graft f/n/hf/g addl,CARE,,
CPT,15277,Skn sub grft f/n/hf/g child,CARE,,
CPT,15278,Skn sub grft f/n/hf/g ch add,CARE,,
CPT,15300,"Allograft skin for temporary wound closure, trunk, arms, legs; first 100 sq cm or less, or 1% of body area of infants and children",CARE,,
CPT,15301,"Allograft skin for temporary wound closure, trunk, arms, legs; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",CARE,,
CPT,15320,"Allograft skin for temporary wound closure, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 100 sq cm or less, or 1% of body area of infants and children",CARE,,
CPT,15321,"Allograft skin for temporary wound closure, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",CARE,,
CPT,15330,"Acellular dermal allograft, trunk, arms, legs; first 100 sq cm or less, or 1% of body area of infants and children",CARE,,
CPT,15331,"Acellular dermal allograft, trunk, arms, legs; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",CARE,,
CPT,15335,"Acellular dermal allograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 100 sq cm or less, or 1% of body area of infants and children",CARE,,
CPT,15336,"Acellular dermal allograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",CARE,,
CPT,15340,Tissue cultured allogeneic skin substitute; first 25 sq cm or less,CARE,,
CPT,15341,"Tissue cultured allogeneic skin substitute; each additional 25 sq cm, or part thereof (List separately in addition to code for primary procedure)",CARE,,
CPT,15360,"Tissue cultured allogeneic dermal substitute, trunk, arms, legs; first 100 sq cm or less, or 1% of body area of infants and children",CARE,,
CPT,15361,"Tissue cultured allogeneic dermal substitute, trunk, arms, legs; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",CARE,,
CPT,15365,"Tissue cultured allogeneic dermal substitute, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 100 sq cm or less, or 1% of body area of infants and children",CARE,,
CPT,15366,"Tissue cultured allogeneic dermal substitute, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",CARE,,
CPT,15400,"Xenograft, skin (dermal), for temporary wound closure, trunk, arms, legs; first 100 sq cm or less, or 1% of body area of infants and children",CARE,,
CPT,15401,"Xenograft, skin (dermal), for temporary wound closure, trunk, arms, legs; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",CARE,,
CPT,15420,"Xenograft skin (dermal), for temporary wound closure, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 100 sq cm or less, or 1% of body area of infants and children",CARE,,
CPT,15421,"Xenograft skin (dermal), for temporary wound closure, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",CARE,,
CPT,15430,"Acellular xenograft implant; first 100 sq cm or less, or 1% of body area of infants and children",CARE,,
CPT,15431,"Acellular xenograft implant; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",CARE,,
CPT,15570,"Formation of direct or tubed pedicle, with or without transfer; trunk",CARE,,
CPT,15572,"Formation of direct or tubed pedicle, with or without transfer; scalp, arms, or legs",CARE,,
CPT,15574,"Formation of direct or tubed pedicle, with or without transfer; forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands or feet",CARE,,
CPT,15576,"Formation of direct or tubed pedicle, with or without transfer; eyelids, nose, ears, lips, or intraoral",CARE,,
CPT,15600,Delay of flap or sectioning of flap (division and inset); at trunk,CARE,,
CPT,15610,"Delay of flap or sectioning of flap (division and inset); at scalp, arms, or legs",CARE,,
CPT,15620,"Delay of flap or sectioning of flap (division and inset); at forehead, cheeks, chin, neck, axillae, genitalia, hands, or feet",CARE,,
CPT,15630,"Delay of flap or sectioning of flap (division and inset); at eyelids, nose, ears, or lips",CARE,,
CPT,15650,"Transfer, intermediate, of any pedicle flap (eg, abdomen to wrist, Walking tube), any location",CARE,,
CPT,15731,"Forehead flap with preservation of vascular pedicle (eg, axial pattern flap, paramedian forehead flap)",CARE,,
CPT,15732,"Muscle, myocutaneous, or fasciocutaneous flap; head and neck (eg, temporalis, masseter muscle, sternocleidomastoid, levator scapulae)",CARE,,
CPT,15734,"Muscle, myocutaneous, or fasciocutaneous flap; trunk",CARE,,
CPT,15736,"Muscle, myocutaneous, or fasciocutaneous flap; upper extremity",CARE,,
CPT,15738,"Muscle, myocutaneous, or fasciocutaneous flap; lower extremity",CARE,,
CPT,15740,Flap; island pedicle,CARE,,
CPT,15750,Flap; neurovascular pedicle,CARE,,
CPT,15756,Free muscle or myocutaneous flap with microvascular anastomosis,CARE,,
CPT,15757,Free skin flap with microvascular anastomosis,CARE,,
CPT,15758,Free fascial flap with microvascular anastomosis,CARE,,
CPT,15760,"Graft; composite (eg, full thickness of external ear or nasal ala), including primary closure, donor area",CARE,,
CPT,15770,Graft; derma-fat-fascia,CARE,,
CPT,15775,Punch graft for hair transplant; 1 to 15 punch grafts,CARE,,
CPT,15776,Punch graft for hair transplant; more than 15 punch grafts,CARE,,
CPT,15777,Acellular derm matrix implt,CARE,,
CPT,15780,"Dermabrasion; total face (eg, for acne scarring, fine wrinkling, rhytids, general keratosis)",CARE,,
CPT,15781,"Dermabrasion; segmental, face",CARE,,
CPT,15782,"Dermabrasion; regional, other than face",CARE,,
CPT,15783,"Dermabrasion; superficial, any site (eg, tattoo removal)",CARE,,
CPT,15786,"Abrasion; single lesion (eg, keratosis, scar)",CARE,,
CPT,15787,Abrasion; each additional 4 lesions or less (List separately in addition to code for primary procedure),CARE,,
CPT,15788,"Chemical peel, facial; epidermal",CARE,,
